"","GSM1301444","GSM1301445","GSM1301446","GSM1301447","GSM1301448","GSM1301449","GSM1301450","GSM1301451","GSM1301452","GSM1301453","GSM1301454","GSM1301455","GSM1301456","GSM1301457","GSM1301458","GSM1301459","GSM1301460","GSM1301461","GSM1301462","GSM1301463","GSM1301464","GSM1301465","GSM1301466","GSM1301467","GSM1301468","GSM1301469","GSM1301470","GSM1301471","GSM1301472","GSM1301473","GSM1301474","GSM1301475","GSM1301476","GSM1301477","GSM1301478","GSM1301479"
"TEKT1",5.560948,7.587466,7.2683425,2.6583579,5.58179,3.1658382,6.203529,2.7052734,2.917751,2.7522523,7.853838,7.285004,2.7928743,2.6532226,2.6734514,4.4250326,4.6408715,4.1854553,8.978001,9.97814,10.192621,9.451052,11.278152,3.1682794,7.8315525,8.380899,9.752825,9.55168,8.611189,8.777901,8.655205,6.8801017,9.893135,10.693015,8.7093,9.480893
"C9orf135",6.0661795,8.353424,7.92129075,4.25954,6.05245855,3.8480724,6.5267257,3.2251402,5.28300175,4.41684035,8.515564,8.012223,3.70774115,4.65218925,3.40120565,4.4784698,5.6965765,5.441087,9.6645185,10.4118255,11.0704,9.2916922,11.129897,4.2117874,8.02331855,9.78958635,10.106506,10.1476135,9.1034455,9.2050215,9.00310515,7.4641352,10.194228,10.947874,9.4549685,10.2715245
"C6orf204",8.8863595,7.577034925,7.772990175,8.9299186,7.6072214,8.25882655,7.680543025,8.76137585,7.7149801,6.6553934,8.0846972,8.667081675,9.285324975,8.96724925,8.58080985,7.296466425,7.774297425,8.7901559,9.85719725,9.546982625,9.400124675,9.42447625,9.244695,9.499651375,9.68598375,9.21513415,9.36303475,9.296695375,9.474970325,9.86830575,9.34745575,8.871756175,9.447877,9.27569675,9.3500903,9.748816875
"ARMC3",6.798392,9.647137,8.894758,5.007631,6.8738046,2.682393,6.988223,2.7033787,5.852961,2.6769543,9.608158,8.507909,2.7603338,4.794028,4.3015637,5.921915,6.4548454,5.750132,10.225873,11.417314,11.647346,10.587948,12.439501,5.7531557,9.334308,10.598539,10.774808,10.394305,9.888787,10.14463,9.694593,9.443333,10.45106,11.595617,10.4746,10.757184
"IL33",10.951218,10.708299,8.602516,11.316333,9.468233,11.421958,8.445812,12.798869,10.618362,8.11069,12.384582,11.117474,6.5061255,9.982081,6.6759825,11.640422,10.17646,12.116047,13.222131,13.358264,13.374386,13.046388,13.411059,13.29693,13.454345,12.702234,13.620564,13.238446,13.132598,13.006667,13.890929,14.91925,13.508059,13.353553,12.042291,13.258557
"STEAP3",10.807612,12.717008,11.5000395,11.333945,10.89906075,9.967223,9.33024,9.47228675,11.5759875,11.766884,10.340275,10.5650732,10.4483235,10.879267,10.17234585,10.5090575,11.907721,10.0533865,8.48684025,9.072513,8.9879795,9.3273567,9.80715,8.3702965,8.424384,10.27260375,8.918572,9.1271055,8.4165218,8.51498235,8.820174,9.2465883,9.502923,10.01108615,8.9555068,9.0550565
"C1orf114",5.96589125,7.3126,6.685118,5.99922215,5.48108085,6.01526025,5.580529,5.518914,5.3403945,6.9071542,6.9802656,6.122529,4.95394125,4.45636905,4.1833145,6.00479985,5.655363,5.5425229,7.437178,8.63795635,8.76655475,7.9404595,9.5368715,5.1789843,6.81511815,8.2273645,8.42255125,8.2496175,7.538452,7.69427275,7.50141285,6.99165125,8.15353775,8.9316495,7.86798665,8.0348172
"RP1",4.82623005,4.64348185,4.745872,2.850425,5.0233639,4.19524525,4.3611318,3.14670135,3.9516716,3.6701353,4.66304735,4.82191065,2.68046845,5.2966008,3.9566588,5.2830162,3.70948335,3.2687803,5.7322484,7.0114785,7.4466965,5.914158,7.8805563,4.8478737,5.44154715,6.46060925,6.681253,6.81735465,5.18790915,5.62168975,5.5549618,4.7433765,6.1882552,7.6375985,5.80308,6.4627605
"C6orf103",5.510414,7.3675804,6.903107,3.2247016,4.887576,2.9583116,5.5381255,2.7259922,4.5782804,2.6595163,7.5972023,6.66276,2.7124949,3.9628189,4.326797,4.056499,4.6455364,4.605867,8.774864,9.326845,9.881333,8.43291,10.370539,3.160166,7.1692305,8.811392,8.6703825,9.195952,7.949548,7.8999324,7.853327,6.929478,8.832809,10.191597,8.945295,8.857896
"WDR16",8.119384,10.585899,9.4801855,5.2939825,7.657008,8.579112,8.08765,3.7114596,6.7811484,2.743247,10.386093,9.377211,4.403196,2.7798874,4.150586,6.5537624,7.34115,6.460478,11.779087,12.627053,12.820684,11.84397,13.308116,6.7533097,10.244884,11.633547,12.134508,12.148643,11.28978,11.273685,10.960372,9.744217,12.289247,13.426811,11.432335,12.103156
"CCR8",7.4253383,5.3100514,6.576076,7.4664226,9.009374,6.765414,6.887845,8.100112,7.170882,6.4780445,6.4146366,8.379251,8.391669,8.128569,7.771852,6.491853,8.374895,7.6720915,5.208966,4.8790226,4.3863816,5.805251,5.3664093,2.7842557,5.0048857,5.4374137,4.421635,7.1783705,5.491238,3.9463813,5.442351,4.905358,5.8275476,6.1083865,6.2973986,4.497301
"FCRL1",9.9328595,6.8671403,5.4166387,7.81974,6.41405155,5.5486735,7.18410825,9.0226645,6.1008591,4.1179859,8.5355095,8.344629,7.6934362,8.0408765,6.5455435,4.04974675,5.72513615,8.003745,10.4868475,10.118991,10.4551315,10.414266,9.881769,10.18158,10.646642,6.7926503,10.657811,9.730395,10.25481,10.8102425,10.8326145,9.053288,9.753535,10.2923095,9.1986845,10.667177
"FJX1",13.016044,14.049994,14.331344,13.252384,13.699734,12.851575,12.517857,11.4966755,13.681293,14.933818,11.971572,12.739042,10.648081,13.172245,13.448591,14.283585,13.878403,11.339157,10.46105,10.58127,10.607128,11.183733,11.0946,10.999807,10.830506,10.294978,10.725033,12.123482,10.672944,11.25748,11.073223,12.275494,11.248672,11.107884,11.221146,10.908506
"TMEM190",8.491383,10.908988,10.628829,7.075035,8.853901,7.302843,9.124039,5.970548,7.6706896,7.6456122,11.958053,10.446741,6.258144,6.690866,9.143332,8.105067,7.805251,6.910743,13.3748865,12.969998,13.960074,12.099605,14.30297,7.773426,10.691111,12.622455,11.253997,13.390132,11.397616,12.049745,11.48633,10.440535,13.542046,14.344765,11.174708,13.553652
"GPER",10.092723,10.050226,10.420496,9.767703,8.712503,10.117066,10.5226965,10.230705,10.076683,10.121423,9.895692,11.547107,8.646693,9.594026,10.397117,10.043398,10.05805,10.481787,11.647847,11.657801,11.861424,11.725907,12.482064,11.531742,11.463821,12.405771,11.717695,11.056588,11.706517,11.781743,12.105385,10.793103,11.353549,11.879943,9.451518,11.488521
"LOC400891",6.8717484,9.268248,8.762281,4.159483,6.419162,7.176987,7.1735663,3.5077846,6.0009527,4.0408244,9.84552,8.660088,5.41698,3.9765556,5.1435018,7.0765276,6.1547894,5.102441,11.018724,11.007694,11.793831,10.267478,12.427196,5.0330467,8.929937,10.905132,10.992761,11.0169325,10.03721,10.115656,9.693292,9.288846,10.922705,12.074674,11.059742,10.765233
"C2orf77",5.8923707,7.77678,7.44054,4.1372547,6.8419394,2.8517706,6.951364,5.1612625,4.9016104,6.534257,7.1639857,7.2124147,6.12811,5.4096427,5.7935557,5.5071273,7.001288,5.4867377,8.767671,9.323601,9.638669,9.132262,10.625213,5.7504125,7.4498496,8.700911,8.913922,8.984877,8.269774,8.396571,8.041115,7.480019,8.859458,10.315993,9.396908,9.141638
"LOC100509213",7.783194,9.644388,8.603826,7.6754336,7.754304,6.66706,7.6883097,6.8501887,7.0145206,6.57065,9.825026,8.582405,7.4477224,6.1379476,6.176469,7.203659,7.3938336,7.488777,10.690695,10.975645,11.347685,10.118537,12.109995,6.7557406,8.865924,10.128522,10.752296,10.680568,9.818053,9.914147,9.78902,8.309947,10.954529,11.846317,10.467322,11.007953
"ROPN1L",8.1116945,10.278894,9.830853,6.0347253,8.80714275,6.89233525,8.59158825,5.8097968,8.1499145,4.6214509,10.864095,9.775996,8.6735765,5.6246422,5.62040835,7.5961535,7.55894,7.52088875,11.7326975,12.1705745,13.1176895,11.36371225,13.3846145,7.557579,10.0488955,11.529997,11.9667435,12.391362,10.6856155,10.840147,10.9165395,9.6472865,12.0384075,13.3839175,11.443225,12.1779305
"LOC100507055",8.622988,8.045932,7.139182,8.255631,7.468482,8.279042,7.063825,8.929716,9.330023,7.0168357,8.286829,8.1743145,7.283549,7.9030848,8.492601,7.326043,7.657906,8.119384,9.514984,9.05815,9.331116,9.818053,9.821416,9.721626,9.843731,7.9132123,9.980552,9.348944,9.505733,9.283242,10.348401,10.133977,8.576795,9.0129385,8.922386,9.336772
"ZNF618",8.9265315,10.047040975,9.22939975,9.714392,9.9978967,9.354635375,9.676962625,9.13268285,8.9315136,10.399714575,9.6876715,9.5926927,8.73780225,9.12377085,10.1950394,8.99654225,9.41355375,8.9936099,7.772757425,7.96580325,8.020701,8.491863325,8.710683,8.51132325,7.887347175,8.7820938,8.16620225,8.806572175,7.945178275,8.1266405,8.4319405,9.689168875,7.700901825,7.75825785,7.1684206,8.1310405
"CD70",11.952885,11.061003,11.891418,12.594574,13.75544,14.24977,13.541493,12.127389,11.974743,14.362303,10.868131,12.512691,11.776057,13.675608,12.575169,13.316391,15.315239,13.17716,10.74789,10.67582,9.562531,9.744767,8.966784,11.081427,10.778868,8.777901,9.962178,11.684213,10.383133,11.575096,10.084528,10.378826,10.885437,10.885189,11.8886,9.825476
"ABHD6",10.971285,10.830249,10.53628,10.972356,10.388733,10.861652,10.639774,11.75121,11.201643,9.531758,11.063326,11.154332,11.433604,11.011119,10.372128,11.24603,10.33577,11.214019,12.513286,12.107914,12.290494,12.420815,12.120823,12.251086,12.6931715,11.426453,12.164223,12.273946,12.610839,12.251358,12.249671,10.969823,12.663069,12.131801,14.93967,12.396438
"ANKRD42",7.5978735,7.80187865,8.021376,7.00057295,7.10276075,7.585336,7.91211085,7.48996325,7.4874472,6.986589,7.887022,8.2498385,7.4697107,7.3177885,6.9630257,7.6372845,7.45765515,7.3254367,8.45267825,8.9484025,9.322529,8.4744107,9.4716405,7.6380395,8.3406095,8.15711,8.912652,8.966475,8.427589,8.6961305,8.48421,7.43029675,8.927678,9.4620075,8.37950415,8.5811208
"SPINK2",8.22976,6.976577,6.319977,7.2666416,4.702925,7.3640103,9.868895,9.0129385,6.2336974,7.0354023,7.917781,8.605182,6.48318,7.2305408,7.590702,5.7191224,5.5827346,7.6490283,10.231876,10.534841,10.46749,9.941803,9.726598,8.901017,10.741325,9.281805,9.970561,9.612296,9.817518,10.86977,10.034605,8.96028,9.343983,10.091907,6.786623,9.982733
"DOK7",10.225646,9.249361,8.514612,9.877765,8.278585,8.005298,8.682864,10.321799,7.7932215,8.750041,9.561412,10.0894785,8.44074,11.200639,8.643352,6.858792,6.43912,10.313949,10.961123,11.39839,11.528004,11.088066,11.214019,10.718489,11.404216,13.679695,11.608152,11.245539,11.988671,12.042893,11.746303,9.3476,11.061791,11.339437,11.777098,10.774072
"LINC00402",5.9625363,5.652443,4.8994546,6.690866,4.9828715,5.5408177,4.7342353,7.5095186,4.9584513,2.646196,8.420125,6.4576,5.8704877,7.9789853,6.92871,4.560593,4.6818995,7.7809653,10.118537,8.97176,9.301001,8.389063,9.416428,7.8091984,8.900576,6.7776704,8.774616,8.61177,9.746691,9.065899,9.338111,6.657037,9.611196,9.528835,7.477173,8.815767
"SPAG16",7.936316,7.760414,6.820084,6.47950565,7.12499,7.0624912,7.7554034,6.9347598,6.4335199,7.5921305,7.281401,7.68820185,6.0177584,6.2381987,6.4790706,7.425395,6.98929025,6.921826,7.98519525,9.1753885,8.99552885,8.3337888,9.4563445,8.2164905,8.07845785,8.7327863,8.4466985,8.7166422,8.73577615,8.66083385,8.10563175,6.65910185,8.6108633,9.595655,7.9336346,8.1518805
"ALOX15B",10.080835,8.673759,8.542748,10.323451,9.106399,9.581725,10.097952,8.960718,10.169768,7.151644,8.34716,9.95426,11.343489,9.161202,8.264309,11.21326,10.304756,10.518573,7.691502,8.099379,6.91889,7.2871394,7.5143065,9.150148,8.29726,6.2825193,7.274555,7.0938463,7.523466,6.898102,7.6414,7.246766,8.444658,7.219758,6.3703,6.8632593
"C7orf57",3.5338862,6.013169,4.9264584,2.7302191,3.9789047,7.330907,4.93263,2.7880273,3.067621,3.014869,7.0963087,6.0443377,2.7999208,2.9758813,2.8276865,6.0813007,3.3200018,2.901026,7.862909,8.8504,9.06806,7.67598,9.771227,3.1580553,6.463532,7.5711474,8.740677,8.645518,7.8530917,7.761486,7.6732907,5.8111315,8.731941,9.745127,7.09882,8.184584
"FAM107B",14.462802,12.767652,13.207352,13.862148,13.229676,13.689661,13.168816,13.795315,13.202571,12.768988,13.911091,14.130022,14.432374,13.944268,13.424923,12.581964,13.266402,13.852348,14.638851,14.741476,14.533522,14.638087,14.226335,15.197589,14.952314,13.591379,14.583499,14.553323,14.6989,14.803316,14.559319,14.749083,14.551359,14.663113,14.707668,14.422046
"LMNB2",11.984298,13.013087,12.65418,11.940857,12.651536,11.379023,12.5186205,11.725907,11.78037,12.565237,12.151582,11.786685,10.47041,11.516153,12.496198,12.650729,11.808901,11.732596,10.686358,11.150344,10.48442,11.023078,10.121627,11.52198,11.122491,10.189056,10.858847,10.571134,10.490071,11.001577,10.222689,9.6177225,10.388533,10.203079,12.033052,10.710651
"IQCD",8.357598,9.451283,9.283466,7.7485204,8.612215,8.571138,9.416691,7.936418,8.817855,7.916319,9.828149,9.622384,8.195104,8.387412,8.373902,9.299162,9.260954,8.300665,10.4043455,10.780066,11.407095,10.591564,12.404169,8.707743,9.568832,10.832291,11.181876,11.114609,9.805484,10.022879,9.931769,9.293595,11.06368,12.081681,10.20403,11.011647
"IL7",9.783478,9.470977,8.687115,9.444986,9.305389,9.1547365,9.238031,9.647137,8.770481,8.995542,8.895653,9.980108,9.832527,9.355409,9.966003,8.255844,8.92364,8.915938,10.430108,10.791668,10.487679,9.967313,10.125351,9.952309,10.52294,8.798362,10.684529,10.306853,10.495202,10.879729,10.655474,10.584584,10.383427,10.211323,10.81516,10.411985
"CCDC19",8.21918,10.568138,9.564054,8.056257,8.627098,7.8909607,8.057277,7.2293067,8.03654,7.993672,10.471737,9.410833,8.6887865,6.986507,7.7454104,8.174055,8.323693,8.059705,11.228336,11.738968,12.288202,11.354927,13.500133,7.3875237,9.849812,10.780874,11.944889,11.893002,10.407063,10.4324465,10.686622,9.507454,11.817276,12.811354,11.090717,11.538019
"CA9",8.867991,9.546777,9.775111,8.367634,5.251704,8.037955,10.326061,8.157847,8.644228,9.3073225,7.1021204,4.532838,5.518635,6.7659745,8.728211,9.924067,10.16134,9.099697,5.296285,4.6623197,4.9352055,6.521001,4.749672,7.732423,4.753683,3.4747496,4.8352523,4.860006,5.3327622,5.1526446,4.986528,4.867928,4.99133,5.2237267,5.463822,4.850451
"C3orf80",5.8966794,6.1770697,7.351204,8.040764,8.362895,7.610317,6.253143,7.78966,9.719764,10.219637,7.59366,6.8846736,4.773187,6.8842926,6.807129,7.8304415,8.384703,8.525077,3.6173296,4.325559,4.3854547,3.9177787,5.858362,7.531513,5.902925,6.43912,3.3638055,5.1354737,3.236693,3.6518936,5.2726035,3.5480304,3.616342,3.1715822,5.384285,4.5461464
"C11orf88",8.447657,10.797126,10.4846815,5.8031844,8.01807125,5.2694965,8.917243,4.54831235,7.2157047,2.7948539,10.8132735,10.033307,3.78884835,4.7394213,4.43093325,7.17459615,7.793356,7.3799197,12.0013185,12.7317905,13.41170375,11.8936475,13.6419615,7.1063695,10.59008225,11.74589,12.582254,12.3085715,11.66036,11.63767325,10.848504,9.7054555,12.58553725,13.429686,12.1836105,12.7789775
"ZNF697",7.67261985,8.592038,8.1604645,7.395815,7.571784,7.67262075,7.685293,7.8123867,7.6555695,8.395243,7.0455672,7.21558415,9.04742675,7.803024,6.82009005,7.2004721,7.6581038,7.6623125,6.18457925,6.69893505,6.33787535,6.88288065,6.826274,7.2477616,6.35491865,7.07280325,6.401565,6.593014,6.32455675,6.37032195,6.6980762,7.1384288,6.5467882,6.32687645,7.24306435,6.699592
"DARC",6.481916,7.19103,5.9631176,8.090081,5.9606104,8.665144,3.6771746,9.850804,7.905887,4.948677,8.635524,7.588798,3.3787389,7.455073,4.418657,7.791914,8.262144,9.217921,9.725107,10.158317,10.276983,10.210722,10.944838,10.62856,10.411682,9.889068,9.600745,9.736582,9.916153,9.395178,10.236507,11.731251,11.541387,10.2231245,8.532789,10.328691
"LOC100128252",5.707074,6.606797,4.4043617,4.3522344,4.577837,5.1204634,4.709432,5.656996,5.7617326,5.5694437,5.3330717,4.41589,4.359555,4.480181,6.2401056,5.0342336,4.278427,5.016715,5.903235,6.6476827,6.506802,6.4645767,6.4374,6.1965065,6.382021,7.7699833,6.6595187,6.2401056,6.199335,6.4524865,6.7754693,5.6583047,6.1398644,6.886742,7.9446716,6.6170483
"LOC100506687",12.056328,11.865398,10.180281,11.354927,10.904213,11.629114,12.074502,12.673816,12.1912775,10.095056,11.209577,12.172663,12.014878,11.350406,10.6634035,11.175226,12.105702,11.772365,13.200055,12.599409,12.258593,13.531093,12.950746,12.318466,13.063307,13.222526,13.59871,12.805999,13.099599,13.1314745,12.348252,12.371122,12.303806,12.9685755,12.837115,13.634397
"C15orf26",6.5026126,8.77335,7.8778386,5.612403,6.9656696,5.371727,6.5187654,5.6315284,6.3971834,4.7266126,9.024798,8.003493,7.9992075,3.6859465,5.4758525,5.9400635,6.005505,7.0924015,9.776968,9.982522,10.814439,9.610144,11.630401,5.796116,8.247489,9.403907,10.805975,10.624257,8.78061,9.075864,9.554525,8.250018,10.310477,11.339983,9.203355,10.287065
"ITLN2",6.985672,5.5257287,5.900468,5.889204,9.176092,6.81208,9.04853,10.426653,6.1711736,7.026241,5.38188,7.0876575,7.439468,6.6930957,6.6705775,5.5115604,9.653642,5.7626314,4.6673794,4.4067082,4.584236,3.920784,4.46817,4.6269555,4.272272,4.9750204,4.175126,5.392033,4.8540826,4.3879843,4.587786,4.5851307,4.382235,4.5838075,4.834098,4.8217716
"TNFAIP6",10.0177,9.265732,10.677148,10.033289,11.523936,11.729019,11.966358,12.749022,13.495853,13.115557,10.138547,11.438678,17.80406,11.122709,11.52078,11.962658,13.356349,9.76523,7.1560965,8.458311,6.470443,7.5041475,7.0881386,9.604667,6.420306,9.1192255,6.449356,8.607936,6.252833,5.804156,7.627445,12.28711,9.912969,6.067915,6.227033,5.614108
"LIPE",10.200925,10.541513,9.441991,10.722065,9.733667,11.237758,11.259862,11.122709,10.272303,9.133177,11.600629,10.532295,9.905632,11.189684,10.432618,10.547414,9.8220415,10.628099,11.768715,11.654248,11.7190695,12.107132,12.111779,12.448317,12.181378,11.352274,10.961569,11.675731,11.755869,11.8626585,11.789268,11.023566,12.183473,11.9695425,11.037468,11.893256
"ECT2",9.02162826666667,9.61448023333333,9.57668413333333,9.2338865,9.19861786666667,9.18851486666667,10.7682078333333,9.51548843333333,9.24066586666667,9.93374633333333,10.0905693333333,9.37344833333333,8.43988553333333,9.0156138,10.0188976666667,10.0794058,8.99808413333333,10.7533593333333,7.9026899,8.46569633333333,8.026397,8.58573133333333,7.45475766666667,9.2335495,8.80754433333333,7.47218436666667,8.60288913333333,8.34507266666667,8.01018353333333,8.4560135,8.23191943333333,8.11972333333333,7.999495,7.990965,9.26053466666667,7.95285383333333
"CHST8",6.951077,6.28536865,5.04246315,6.51757075,4.9413326,5.27395455,5.3032892,5.7477374,7.74083035,4.7629713,5.8862131,5.65356365,6.5286377,4.62363765,4.34350585,5.26624455,5.08802575,6.783736,7.795745,8.2674825,7.39236855,7.855126,7.7682962,7.56515,8.9475585,7.6221973,6.8257615,7.33018,7.9497345,8.95864925,8.03025115,7.1336027,7.3515335,8.2184905,5.17363255,8.678277
"LOC388242",10.131575,8.7936,9.617934,9.35285,9.015146,9.8053,9.012414,10.460207,9.804198,8.786078,9.969147,9.523431,9.817861,9.402438,9.019923,9.678609,9.470745,9.542981,10.3748255,11.151259,11.771718,10.999545,11.825672,10.301308,11.191216,9.522666,11.331204,10.727264,11.272807,10.9104805,12.058748,9.440524,10.601482,11.0926,10.174569,11.32567
"GDA",4.5297962,5.23605765,5.693057,4.5082519,4.79960475,4.64504635,4.6977054,4.9290123,6.4204645,2.6775305,7.2211405,6.321732,4.0486772,3.6308393,3.701917,7.9609255,3.97186175,4.74542275,7.66945185,8.1913022,8.44122085,7.979074,7.7555945,5.3422343,7.1182525,8.99197525,8.324836,6.9967088,6.9850605,7.57989115,7.1895861,6.42368065,8.6972158,8.797607,6.01223185,8.3876001
"NUDT9P1",7.672385,6.9598694,6.383943,8.2269335,7.1021204,6.9042697,7.0773644,8.013723,7.070198,6.434948,7.894993,7.3484635,8.482351,8.407538,7.602526,6.4530306,7.893172,7.6617923,8.831328,8.261878,8.594659,8.74015,8.77726,8.501845,8.346532,8.289249,8.637197,8.624489,8.74582,8.936444,8.74582,9.325723,8.129579,8.18887,9.540106,8.466604
"LOC572558",5.269166,5.8807783,3.8004181,6.137351,4.150065,4.7828627,4.628818,6.7503667,5.0396214,3.6923883,6.1054754,5.407337,4.8230104,5.1365027,3.9886875,4.699908,5.0055075,5.8689175,6.6996136,7.209892,7.302843,6.1521993,7.04521,5.7756143,6.4175997,8.590846,6.840499,6.5198507,6.7351804,6.2471943,7.0193458,6.78089,6.5291834,6.6131415,5.9956226,6.9588246
"ATP6V1G2",9.625972,8.833499,8.2314825,9.835449,8.001244,8.629184,9.062811,9.621751,8.632357,8.676129,9.656663,9.257893,9.333131,9.6776495,8.637197,7.8607507,8.789068,9.511662,10.5622425,9.8612995,10.151881,10.425882,10.421691,10.254279,10.174837,9.82887,10.194484,10.112041,10.608617,10.538672,10.289637,9.342893,9.857875,9.810776,9.759502,9.950105
"LDLRAD1",7.5383563,10.130674,8.798854,5.5395675,6.8840146,6.738721,6.846379,4.5372853,6.796435,4.8529606,9.909317,8.5956955,4.302488,5.4646144,5.4345765,7.49236,7.054467,7.3800483,10.847971,11.187677,11.882661,10.865654,12.066966,6.187302,9.194,10.59977,10.580149,11.125118,9.360333,10.25074,9.379792,9.328515,10.918027,12.088366,9.759003,10.994637
"SPAG6",6.4667015,8.765492,7.8842773,6.43694065,6.869703,4.35993875,7.533761,4.36152975,4.829535,2.7377256,8.471137,8.757237,7.70756925,6.31956865,4.22598745,5.9379568,5.64332185,5.22796155,9.776513,10.423152,11.0422995,9.777691,11.4500855,6.11951805,8.538455,9.074099,10.4628345,10.3838315,9.0344195,9.2397625,8.871729,8.2611975,10.2607575,11.3488205,9.5611305,9.8271655
"ZSCAN18",10.2194746666667,9.67360133333333,8.81779986666667,10.0186426666667,10.8335182,9.9317132,8.74689756666667,10.0045453333333,9.3876145,8.25067543333333,8.92168766666667,9.85465883333333,8.362912,9.58765983333333,9.28352676666667,8.52165576666667,10.5425261,9.90967373333333,11.0194944666667,10.7341021333333,10.8179972333333,11.28235,11.0444895666667,10.528913,10.7485363333333,11.0173111,11.0560036666667,10.4337651666667,10.6241033333333,10.5014186666667,10.9653432333333,10.5445983333333,10.3101193333333,10.8823718333333,10.9770396666667,10.5011083333333
