cancer,infiltrates,rho,p,adj.p
THCA (n=509),Macrophage/Monocyte_MCPCOUNTER,-0.101079340347017,0.0255548271675442,0.0596610750993249
THYM (n=120),Macrophage M0_CIBERSORT,-0.244232835584173,0.00852708336681876,0.0233618722378596
THYM (n=120),Macrophage M0_CIBERSORT-ABS,-0.206660363595706,0.0266946255981854,0.0609002865357842
THYM (n=120),Macrophage M1_CIBERSORT,0.206690217882062,0.026672221734511,0.0609002865357842
THYM (n=120),Macrophage M1_CIBERSORT-ABS,0.326512118340948,0.000368988674813812,0.00134995856639199
THYM (n=120),Macrophage M1_QUANTISEQ,0.0670475149466966,0.476494769332449,0.610683684793044
THYM (n=120),Macrophage M1_XCELL,0.0618523068328969,0.511389749761807,0.637658435042123
THYM (n=120),Macrophage M2_CIBERSORT,0.0856202316206726,0.362919332055154,0.494889998257028
THYM (n=120),Macrophage M2_CIBERSORT-ABS,0.218837764356797,0.0187889215232039,0.045826637861473
THYM (n=120),Macrophage M2_QUANTISEQ,0.320884609727973,0.000471496062517133,0.00169399782940287
THYM (n=120),Macrophage M2_TIDE,-0.23920222320582,0.0100348629993442,0.027243971943921
THYM (n=120),Macrophage M2_XCELL,0.20211426636766,0.0302986403392947,0.0683427977578076
THYM (n=120),Macrophage_EPIC,0.0975684989990574,0.299571447724862,0.431038054280377
THYM (n=120),Macrophage_TIMER,0.232517123448484,0.0123982668744448,0.0322032905829736
THYM (n=120),Macrophage_XCELL,0.0314861808723286,0.73834491825103,0.817001209770296
THYM (n=120),Macrophage/Monocyte_MCPCOUNTER,0.408396429832399,5.8731621418378e-06,3.29336194869409e-05
UCEC (n=545),Macrophage M0_CIBERSORT,0.0588042931680888,0.586292111248135,0.698877564432606
UCEC (n=545),Macrophage M0_CIBERSORT-ABS,0.141409886864371,0.188782319609872,0.302051711375795
UCEC (n=545),Macrophage M1_CIBERSORT,0.175918571783441,0.101113428136349,0.180023907661156
UCEC (n=545),Macrophage M1_CIBERSORT-ABS,0.196799075679651,0.0660979456726562,0.12876223182985
UCEC (n=545),Macrophage M1_QUANTISEQ,0.0431692547063413,0.689628336767897,0.787797015564582
UCEC (n=545),Macrophage M1_XCELL,-0.0662223237110503,0.539868698620824,0.661063712596928
UCEC (n=545),Macrophage M2_CIBERSORT,-0.0791828703138153,0.463355371793338,0.597877899088178
UCEC (n=545),Macrophage M2_CIBERSORT-ABS,0.148288807907779,0.167950672100035,0.276183435171227
UCEC (n=545),Macrophage M2_QUANTISEQ,0.159729840011988,0.137137271997609,0.235526145791508
UCEC (n=545),Macrophage M2_TIDE,-0.328617241197087,8.32317021646026e-09,6.57092385510021e-08
UCEC (n=545),Macrophage M2_XCELL,0.00662286771793346,0.951167800559501,0.964021419485981
UCEC (n=545),Macrophage_EPIC,0.0361840557515356,0.737856824951925,0.817001209770296
UCEC (n=545),Macrophage_TIMER,-0.1060500150977,0.325415797854493,0.454068555145804
UCEC (n=545),Macrophage_XCELL,0.0244962976134109,0.820778387442412,0.876275858479443
UCEC (n=545),Macrophage/Monocyte_MCPCOUNTER,0.1941396648476,0.0699186288230392,0.135706619948739
UCS (n=57),Macrophage M0_CIBERSORT,0.275472677725114,0.045883600306766,0.0959239030803471
UCS (n=57),Macrophage M0_CIBERSORT-ABS,0.482559677388399,0.000252878351784197,0.000991679810918418
UCS (n=57),Macrophage M1_CIBERSORT,0.0338377648789187,0.809913687438816,0.866217847528145
UCS (n=57),Macrophage M1_CIBERSORT-ABS,0.0871650323870497,0.534848019476445,0.657600023946449
UCS (n=57),Macrophage M1_QUANTISEQ,0.0710435513486755,0.613199618015008,0.722777554573745
UCS (n=57),Macrophage M1_XCELL,0.188459614710961,0.1765556600645,0.288646855691281
UCS (n=57),Macrophage M2_CIBERSORT,0.0353964210948062,0.801331728783823,0.863193962783293
UCS (n=57),Macrophage M2_CIBERSORT-ABS,0.239678393160027,0.0838856688952603,0.156308699804833
UCS (n=57),Macrophage M2_QUANTISEQ,0.480247198724171,0.000273417314236384,0.00105838960349568
UCS (n=57),Macrophage M2_TIDE,-0.481843210682565,0.000259086583205537,0.00100942824625534
UCS (n=57),Macrophage M2_XCELL,0.0454485286678026,0.746583432853452,0.821926715068021
UCS (n=57),Macrophage_EPIC,0.12659058746784,0.366388469414809,0.49667526928848
UCS (n=57),Macrophage_TIMER,0.432532310493799,0.0012183880562441,0.00406129352081368
UCS (n=57),Macrophage_XCELL,0.27143720175685,0.0492921150835518,0.101285167979901
UCS (n=57),Macrophage/Monocyte_MCPCOUNTER,-0.10558607619883,0.451776918015177,0.584194290536867
UVM (n=80),Macrophage M0_CIBERSORT,-0.189461801213715,0.0988791530628551,0.177096990560338
UVM (n=80),Macrophage M0_CIBERSORT-ABS,-0.0608696360220543,0.598971226027249,0.707446329953444
UVM (n=80),Macrophage M1_CIBERSORT,0.197717574316499,0.084771586998863,0.156927496320429
UVM (n=80),Macrophage M1_CIBERSORT-ABS,0.272296633522006,0.0165854578966058,0.0412915964230849
UVM (n=80),Macrophage M1_QUANTISEQ,0.500608362654377,3.5442794767495e-06,2.08487028044088e-05
UVM (n=80),Macrophage M1_XCELL,0.0494456171652519,0.669344257499193,0.767890161566952
UVM (n=80),Macrophage M2_CIBERSORT,-0.177169068925549,0.123208343684054,0.215286750801882
UVM (n=80),Macrophage M2_CIBERSORT-ABS,0.461542244078284,2.39073795177999e-05,0.000115680868634516
UVM (n=80),Macrophage M2_QUANTISEQ,0.0248411547742128,0.830197752904084,0.881625932287523
UVM (n=80),Macrophage M2_TIDE,-0.269287801284253,0.0178715553369058,0.0441272971281625
UVM (n=80),Macrophage M2_XCELL,-0.0779965176448161,0.500152180653965,0.629122239816308
UVM (n=80),Macrophage_EPIC,0.141610244407556,0.219258598115704,0.33905968780779
UVM (n=80),Macrophage_TIMER,0.153143031720241,0.183616052143926,0.296466014846479
UVM (n=80),Macrophage_XCELL,0.133930045035286,0.245540530169892,0.372476777104797
UVM (n=80),Macrophage/Monocyte_MCPCOUNTER,0.553992377533461,1.72659520510222e-07,1.20460130588527e-06
